rec_id,culture,sex,age,date_of_birth,title,given_name,surname,state,suburb,postcode,street_number,address_1,address_2,phone_number,soc_sec_id,blocking_number,family_role,_gt_id
rec-34-dup-0,unk,,,,ms,cale,abbondandola,nsw,brocklesby,228,3 3,,stan-fast,02 590 6586,39237 21,8,NoRole,rec-34
rec-265-dup-1,eng,f,21,199 0709,ms,kayd en,reier,nsw,church  oint,403,16,biddlecombe street,,267515858,4380123,3,NoRole,rec-265
rec-228-dup-0,ina,f,20,20001204,,haahrijon,,nstw,kings langley,5244,13,dirawan karden,,03 05711906,8662446,8,NoRole,rec-228
rec-207-org,ira,,27,19931211,dr,lucy,nazari,nsw,gwabegar,4018,12,garrard street,apt 27,2 82923173,3277178,3,NoRole,rec-207
rec-249-org,ara,f,32,19880426,,lily,jawharah,vic,barnadown,6053,4,dickson shopping centre,,08 45405151,4733565,5,NoRole,rec-249
rec-18-org,,f,36,19840206,,brodee,berry,nsw,brunswick heads,2327,66,brinkley circuit,,02 46309049,1715308,5,NoRole,rec-18
rec-187-org,eng,f,28,19920929,,timothy,coke,vic,panton hill,2770,8,bagot street,,08 41685685,5117829,2,NoRole,rec-187
rec-237-dup-0,ina,f,37,19831924,,timothy,,nsw,old bonalbo,2420,6,newton street,,612 51514160,2292846,0,NoRole,rec-237
rec-48-dup-3,eng,f,24,19960902,ms,api,tracey,nsw,dalmalmo,3564,74,catchpole street,kularu garden,02 38786154,3147831,8,NoRole,rec-48
rec-168-org,usa,f,39,19811008,,mia,li,qld,dumpy creek,,10,gouger street,,03 77336844,2590494,2,NoRole,rec-168
rec-22-dup-0,chi,,,19081117,,jordan,peng,ns,darling point,4102,164,len waters street,summer hill,612 94752362,7345139,9,NoRole,rec-22
rec-41-org,eng,,,19650322,,jessica,winterbottom,nsw,burgooney,2602,39,alabaster street,merino downs rmb 1194,02 28960557,3069984,1,NoRole,rec-41
rec-156-org,tha,f,31,19890615,,olivia,yongchaiyudh,sa,macclesfield,2031,17,chandler street,,7 94626985,7948831,9,NoRole,rec-156
rec-158-org,chi,m,27,19931005,,catherine,sztu,vic,apollo bay,2170,43,lutana street,,08 04996170,9262177,0,NoRole,rec-158
rec-110-org,unk,f,,19750228,mr,george,strapp,qld,commissioners flat,2135,18,bailes court,,613 68536894,6860498,8,NoRole,rec-110
rec-73-dup-1,usa,f,,19800809,ms,bethany,gallagher,nsw,port haccking,2766,74,magenta stquare,aahckadia,2 52083852,9153965,7,NoRole,rec-73
rec-125-dup-2,ita,f,,1956 2 31,,alicia,morandi,ns,adamstown h eights,3031,9,john close,,222727304,9021339,2,NoRole,rec-125
rec-55-dup-0,eng,m,33,198706 7,,jade,michaels,vi,auburn,2823,2,kneeshaw street,,8 0642 295,9081128,8,NoRole,rec-55
rec-217-dup-0,unk,f,8,20120 22,,olivi a,stra nger,,brokenhill,2060,,astrolab  street,ainslie chmbrs,07 21889784,2300077,3,NoRole,rec-217
rec-26-org,jap,f,29,19911003,,jessica,ichijo,nsw,boat harbour,5213,12,macumba place,,2 84742915,8407424,6,NoRole,rec-26
rec-158-dup-0,chi,m,27,19931005,,ckatherine,jztu,vic,apolo bay,2170,43,lutana jtreet,,08 04996170,9262177,0,NoRole,rec-158
rec-284-dup-1,ser,,39,19810618,ms,jake,rad,vic,heidelberg,302 9,5,kerferdstreet,cremona stud,08 20861596,7825176,1,NoRole,rec-284
rec-225-dup-0,unk,f,2,19941126,ms,jaid n,sckel,vic,bowral,6330,5,raoul  lace,rowethorpe,03 37900404,2607869,9,NoRole,rec-225
rec-221-org,dut,f,33,19870714,,blake,vedder,,beverley park,6007,24,bancks crescent,,08 15472563,4401326,9,NoRole,rec-221
rec-39-org,usa,,,,pfc,michaela,knowles,,toowong,2067,49,saxby close,,03 77932493,8620133,7,NoRole,rec-39
rec-226-dup-2,rus,f,,1922O602,,lucy,blagoev,wa,city beach,6109,1 8,chipperfield circuit,,618 38 1 9 603,1461446,8,NoRole,rec-226
rec-289-dup-2,eng,,32,19880121,,caitiln,harden,,fassifern,2170,,sharp place,,612 74683896,3479081,8,NoRole,rec-289
rec-284-dup-3,ser,,3,|9810618,ms,jake,radul,vic,heidel berg,3029,51,kerferd   reet,cremona stud,08 20861596,7825176,1,NoRole,rec-284
rec-286-dup-1,usa,,28,19920820,,davenport,freya,nsw,box hill,2089,166,totterdelv street,,612 11264524,2680942,6,NoRole,rec-286
rec-209-dup-0,usa,f,,19340530,,jayden,williamson,vic,beaconsairld,4114,18,staaten crescent,,08 97262164,9866101,0,NoRole,rec-209
rec-147-dup-0,ind,f,28,1992o515,,,naik,vic,point lo sdale,2611,3,macgregor street,thes w mp,,4674977,4,NoRole,rec-147
rec-190-dup-1,usa,f,28,19920907,ms,sophie,frost,ns,kanahooka,6025,|38,slavinplce,,04 33489653,8606398,2,NoRole,rec-190
rec-59-org,usa,f,22,19980509,,heather,eaton,nsw,bankstown,2795,11,britten-jones drive,,612 82538819,5024549,1,NoRole,rec-59
rec-133-org,ind,m,26,19940527,,sam,sreedharan,nsw,west wyalong,6285,50,maribyrnong avenue,,612 41101572,6324183,1,NoRole,rec-133
rec-138-org,fre,,34,19860821,,luke,hyres,nsw,granville,2518,8,woolcock street,,02 40036898,9109973,4,NoRole,rec-138
rec-251-dup-1,ind,f,34,19330122,,belinda,malipatlolla,nsw,the rocks,2135,315,perry drive,,612 88537752,8205440,8,NoRole,rec-251
rec-75-org,usa,f,20,20000420,mr,adriana,allison,sa,mallala,3869,19,russell drysdale crescent,tatyara,617 01784020,3385987,3,NoRole,rec-75
rec-33-dup-0,usa,f,2,19960207,,gra cie,clements,nsw,kapo o ka,4105,124,blakey close,,2 59142182,1417154,0,NoRole,rec-33
rec-94-org,ind,f,25,19950326,ms,andrew,garlanka,sa,brahma lodge,3006,7,durville crescent,,7 31845890,8239738,6,NoRole,rec-94
rec-48-dup-0,eng,v,24,19960902,ms,abby,tracey,nsw,dalmalmo,3564,74,katcpole street,kularoo karden,02 38786154,3147831,8,NoRole,rec-48
rec-166-dup-0,usa,,36,19841011,,amy,pe,ns,bawley p oint,5201,5,kemp  lose,,2 50213372,5860272,6,NoRole,rec-166
rec-248-dup-1,chi,f,Z1,19990604,,olivia,szu tu,wa,lock idge,2210,z,osburn drive,leonawood,08 560 0354,3788329,8,NoRole,rec-248
rec-182-dup-0,pol,f,29,19910136,,harrmoet,borzykowski,vic,wurruk,6302,6,tennysonc rescent,kareela,08 01905423,9945945,2,NoRole,rec-182
rec-124-org,unk,,,19540204,ms,kyle,strazzari,sa,uleybury,3076,17,golden grove,wilga,617 65752343,3972590,6,NoRole,rec-124
rec-81-dup-2,unk,f,31,19890124,,a|exandra,,wa,bindoon tr ininq area,3181,4 2,lewin street,warrahlea,,9143385,9,NoRole,rec-81
rec-110-dup-2,unk,f,,19750228,mr,george,strapp,qld,kommissioneahs flad,2135,18,bailes court,,613 68536894,6860498,8,NoRole,rec-110
rec-174-dup-1,usa,,,19900730,,samantba,golden,vic,newhaven,,23,lampard circuit,,618 52734090,6853460,1,NoRole,rec-174
rec-261-dup-1,unk,v,20,20000204,hon,penjamin,sdra,njw,firefly,2481,85,snowden place,,07 31574019,1187073,9,NoRole,rec-261
rec-6-dup-0,ira,f,,19530 4 2,ms,emiily,etema i,wa,south brisbane,2777,20,bangalay crescent,,8 2527 378,7555 241,7,NoRole,rec-6
rec-135-dup-1,usa,f,34,19860214,,amelia,conrad,nsw,loateau bay,203,366,dallachy place,,612 98409244,16Z2 2,2,NoRole,rec-135
rec-218-dup-2,chi,f,24,19960831,,lucke,a,wa,north lakke,2256,71,burns kircuit,,618 81855908,4898676,4,NoRole,rec-218
rec-290-org,rom,,24,19960305,,thomas,spirlea,vic,northland centre,3351,,logan street,,,8569411,5,NoRole,rec-290
rec-221-dup-2,dut,f,33,19870714,,blalc,yedder,,beverleypark,6007,24,bancks c rescent,,08 15472563,4401326,9,NoRole,rec-221
rec-204-dup-0,unk,f,,19730503,,makensie,scovield,,safety pay,3178,24,longworth plake,st frankis vlge,04 40882479,3165767,1,NoRole,rec-204
rec-289-dup-3,eng,,32,19880121,,caitlin,salt,nsw,fassifern,2170,,sharp pllace,,612 74638896,3479081,8,NoRole,rec-289
rec-52-dup-1,unk,f,,19090630,ms,sttaly,sciacca,sa,warrachi,5275,24,rogers street,,,5766367,9,NoRole,rec-52
rec-291-org,eng,,31,19891012,dr,nicholas,rogerson,vic,st kilda east,2232,18,bonnin place,tylden park,08 84152044,7677221,6,NoRole,rec-291
rec-182-dup-1,pol,f,29,19910526,,hatrket,borzykowski,vic,wurruk,6302,7,tennyson crescent,kareela,08 01905423,9945945,2,NoRole,rec-182
rec-208-org,usa,,28,19920108,ms,benjamin,klein,qld,dunsborough,4068,7,wheeler crescent,,3 41903230,4685064,0,NoRole,rec-208
rec-18-dup-0,,f,36,19840206,,brodee,berry,nsw,brunswicijeads,2327,67,brinkley circuit,,02 46390049,1715308,5,NoRole,rec-18
rec-44-dup-2,ind,f,34,19860311,pfc,zachary,jhangiani,nsw,nimpin,2228,265,iljon creskent,prileen,02 97802869,2313435,6,NoRole,rec-44
rec-274-dup-0,chi,f,33,19851208,,pakita,mau,sa,peebinga,3690,457,,,07 90787648,8468882,9,NoRole,rec-274
rec-66-dup-1,nor,f,27,19931220,,sared,stjo,qld,willowbank,4132,147,adam place,sdrageath,613 27491282,7968569,0,NoRole,rec-66
rec-252-dup-1,eng,f,25,19950110,ms,ijabell,madhewston,,mount evelyn,4305,29,leane sdreet,,03 20238915,4009263,2,NoRole,rec-252
rec-106-dup-0,hun,f,32,19881113,mr,toby,araxy,qld,welcome creek,5668,8,eaglemont retreat,longhouse,03 30328984,6707820,3,NoRole,rec-106
rec-224-dup-1,eng,m,32,19880326,,natan,pond,qld,aeroklen,2230,271,pinkerdon circuit,,03 98844541,8936465,6,NoRole,rec-224
rec-163-dup-0,ind,m,20,20000420,,isaac,nerurkar,qld,glanmire,4119,111,hayley street,beerenberg farm,,5439463,0,NoRole,rec-163
rec-31-dup-2,ger,f,34,19860707,,jacob,sauer,njw,sdanford merdyr,2333,31,minnett cloze,,612 42797304,8180499,6,NoRole,rec-31
rec-2-dup-0,eng,m,,19490701,m r,lcieran,presc tt,vic,bakery hill,2207,331,olympus way,,618 46433068,6919079,9,NoRole,rec-2
rec-85-dup-2,usa,m,35,19850111,,jes  ca,best,vi,bellpost hill,4680,26,simpson s treet,,618 15435547,2827636,7,NoRole,rec-85
rec-286-dup-2,usa,f,28,19920820,,freya,davenport,nsw,box hill,2089,166,southwell street,grand view,07 99723112,2680942,6,NoRole,rec-286
rec-172-dup-4,eng,m,35,19850625,,dand,jamuelzon,,woongaahrah,3212,8,toolambi street,,07 26623775,2756139,9,NoRole,rec-172
rec-227-dup-2,cze,m,23,199707 19,,kaitl in,vesela,qld,ha rriet,3942,18,cassiniastreet,schofieldhill,3 19459258,6627319,1,NoRole,rec-227
rec-222-dup-2,gre,f,36,19841128,,ela,trikoupist,vic,werneth,3134,2,llewellyn cresent,illantra,618 64033736,2138811,3,NoRole,rec-222
rec-192-org,eng,f,30,19900526,mr,joel,addison,qld,saunders beach,3356,4,rivett street,,03 63735741,2275977,6,NoRole,rec-192
rec-80-dup-3,usa,f,3 2,19880314,,sils,compton,nsw,duffy5 forest,21 8,38,swinden street,,612 41253692,8291365,5,NoRole,rec-80
rec-231-dup-0,fin,f,,19101228,,prayden,paasilinna,nsw,merbein south,5097,6,mcdonald jtrit,,612 66109700,9788824,3,NoRole,rec-231
rec-146-org,unk,f,,19840828,,lauren,scogin,qld,irongate,4077,83,habgood place,,3 69019410,9774875,4,NoRole,rec-146
rec-236-dup-0,abo,f,23,,,mitchell,tapqi,nsw,tullibigeal,6125,228,pinkertonncorcuit,,02 72644116,6057902,3,NoRole,rec-236
rec-255-dup-0,eng,,23,1997  17,mr,lachlan,tho  on,nsw,picnic p int,6009,57,helemon street,farringdon vlge,2 42009707,6822804,4,NoRole,rec-255
rec-291-dup-0,eng,,31,19891012,dr,nichoas,rogerson,vic,st kilda east,2232,18,bonnin place,tylden park,08 84152044,7677221,6,NoRole,rec-291
rec-85-dup-1,usa,m,35,1985 111,,jess  a,be s t,vic,bell post hill,4680,26,simpson street,,618 15435547,2827636,7,NoRole,rec-85
rec-109-dup-0,eng,f,,,ms,choe,haqgard,vic,garfield,481,325,nepean pl ace,,618 52367587,9188803,5,NoRole,rec-109
rec-232-dup-3,eng,m,29,,,ava,danell,wa,harrismith,2115,24,boylan dvlose,,8 77521232,2923283,6,NoRole,rec-232
rec-238-org,eng,,,19010610,,oliver,triggs,qld,ascot,3031,236,o'reilly street,,3 83406601,6973666,0,NoRole,rec-238
rec-63-dup-0,vie,f,11,20090523,dr,scott,trung,,yo ng,0810,415,,,08 74137505,6627342,0,NoRole,rec-63
rec-208-dup-0,usa,,28,199 0108,ms,benjamin,klein,qld,dunsborouqh,4068,7,wheeJercre5cent,,3 41903230,4685064,0,NoRole,rec-208
rec-194-dup-3,chi,,37,19830218,,lucas,tang,sa,cobdoqJa,3179,1,michell  treet,willandra,0751636642,8582160,2,NoRole,rec-194
rec-237-dup-2,ina,f,37,19831109,,timothy,,nsw,old bonalbo,2420,169,newtonmxterset,,612 51514160,2292846,0,NoRole,rec-237
rec-200-dup-1,eng,m,40,19800215,,blak,stavege,nt,li poind,2650,131,batman strit,,02 95901355,4095523,5,NoRole,rec-200
rec-238-dup-4,eng,,,19010610,,ol'lv r,tri gs,ql,ascot,3031,236,o'reil y street,,3 83406601,6973666,0,NoRole,rec-238
rec-118-org,ind,f,24,,ms,abbey,goli,nt,kaltukatjara,2099,154,padbury street,glenview,613 12506939,7588676,9,NoRole,rec-118
rec-58-dup-2,usa,f,31,,ms,ztefanie,nievest,nsw,jindera,2122,24,picklez ztreet,,2 76611290,2817765,2,NoRole,rec-58
rec-299-org,cze,f,34,19860403,ms,madeline,,nsw,mount vincent,5302,15,berrigan crescent,,02 12561152,8220625,1,NoRole,rec-299
rec-126-dup-0,eng,f,11,20090920,hon,jackson,christison,vic,newcomb,40 34,36,mount vern n drive,,08 72  5 90,7382723,2,NoRole,rec-126
rec-177-dup-0,usa,f,24,19960320,ms,jar d,lloyd,wa,mitch a,4815,137,tepper c  cuit,,8 73867955,8514276,8,NoRole,rec-177
rec-284-dup-2,ser,,39,19810618,ms,jake,radu,yic,heidelberg,3029,51,kerferd  treet,cremona stud,08 20861596,78 2517G,1,NoRole,rec-284
rec-79-org,usa,f,29,19910927,,emmet,benson,nsw,craven,6105,124,guginya crescent,,2 34233163,1493339,7,NoRole,rec-79
rec-224-dup-0,eng,m,32,19880326,,nathan,pont,qld,aeroklen,2230,271,pinckerton circuit,,03 98844541,8936465,6,NoRole,rec-224
rec-185-org,eng,f,29,19910505,,olivia,elder,nsw,eraring,2560,54,rischbieth crescent,,02 76706767,5809527,8,NoRole,rec-185
rec-166-dup-3,usa,,3,19841 11,,amy,peck,ns,bawleypoint,520l,5,kemp close,,2 50213372,5860272,6,NoRole,rec-166
rec-288-org,chi,m,34,19860831,ms,emiily,so,,mosman,2211,21,namatjira drive,tibarrum,03 50196900,6355000,2,NoRole,rec-288
rec-290-dup-0,rom,,24,19960305,,thomas,spirlea,vic,northland centre,3351,,logna tsbeet,,,8569411,5,NoRole,rec-290
rec-297-dup-3,chi,f,2,19930 713,,toby,fv,wa,shenton park,4114,224,rehfis h c lose,,08 43688605,5721749,2,NoRole,rec-297
rec-92-dup-4,ger,,26,19941103,,riley,guggenberger,nsw,valley heights,2121,5,richstket,mckinnon glen,2 85192833,6950706,3,NoRole,rec-92
rec-191-org,jew,m,33,19870812,,warrick,paliakov,qld,carina heights,3992,5,murchison street,,03 31293271,4953222,2,NoRole,rec-191
rec-102-dup-2,eng,,12,20080902,,mackinley,mcnab,vic,baranduda,4563,17,nicholson crescent,,08 81140028,4413101,3,NoRole,rec-102
rec-196-org,chi,f,,,ms,isabella,ka,nsw,empire vale,3770,24,harcourt street,leonawood,2 25487180,8360664,2,NoRole,rec-196
rec-285-dup-2,usa,f,32,19880207,,ckyl,krospy,qld,corlette,2289,60,glenelg strit,,03 05099911,9041349,3,NoRole,rec-285
rec-129-dup-2,ind,v,35,19850729,ms,elyjst,tarachandani,,mansfield park,2291,137,macdowell street,panyula retirement village,07 22804673,8682177,7,NoRole,rec-129
rec-293-org,chi,f,12,20080201,,brooke,fu,sa,goodwood,2135,7,gungurra crescent,bethel hostel,07 93913672,3463733,1,NoRole,rec-293
rec-290-dup-2,rom,,24,19960305,,ta,spifoea,vic,northland centre,3351,,logan street,,,8569411,5,NoRole,rec-290
rec-2-org,eng,m,,19490701,mr,kieran,prescott,vic,bakery hill,2207,331,olympus way,,618 46433068,6919079,9,NoRole,rec-2
rec-221-dup-0,dut,f,3,19870714,,bla e,vedder,,beverley park,6007,24,bancks c rescent,,08 1 472563,4401 26,9,NoRole,rec-221
rec-244-dup-0,,f,3,19880213,,tah Jia,vincent,vic,arthur s  reek,3160,34,castieau street,,,6861190,2,NoRole,rec-244
rec-297-dup-0,chi,f,27,19930713,,to  y,f u,w,shenton park,411,224,rehfisch close,,08 43688605,5721749,2,NoRole,rec-297
rec-25-dup-1,unk,f,27,19930426,mr,amy,scogin,nsmg,bayview,6151,19,city walk,,08 44035237,4940656,8,NoRole,rec-25
rec-213-dup-3,ger,f,,19450923,,bianca,thorner,,saliabury,6220,62,o'loghlnatreet,,02 80569238,8431755,8,NoRole,rec-213
rec-160-org,fre,f,31,19890303,mr,laura,maccaux,vic,simmie,6230,103,mcclintock street,rosemount,618 97085392,2809219,3,NoRole,rec-160
rec-19-dup-2,usa,,,19500528,,bailey,ayala,tas,clarence point,3709,32,cuahrie crescent,,7 27498277,5845151,8,NoRole,rec-19
rec-48-org,eng,f,24,19960902,ms,abby,tracey,nsw,talmalmo,3564,74,catchpole street,kularoo garden,02 38786154,3147831,8,NoRole,rec-48
rec-41-dup-2,eng,,,1965 0322,,jessica,winter bo ttom,nsw,burgooney,2602,39,alabaster  treet,merino downs rmb 1194,0228960557,3069984,1,NoRole,rec-41
rec-25-org,unk,f,27,19930426,mr,amy,scogin,nsw,bayview,6151,19,city walk,,04 16407634,4940656,8,NoRole,rec-25
rec-189-dup-1,nor,f,10,20100601,ms,mitxell,omolt,vick,canie,5022,11,temperley street,,8 68128020,7728303,5,NoRole,rec-189
rec-146-dup-1,unk,f,,198408 8,,laur n,sco gin,qld,irongate,407 7,&3,habgood place,,3 69019410,9774875,4,NoRole,rec-146
rec-173-dup-1,chi,f,35,19850323,,raxel,linkk,,yangan,4670,12,bray plase,,08 80275564,6247513,2,NoRole,rec-173
rec-73-org,usa,f,,19800809,ms,bethany,gallagher,nsw,port hacking,2766,74,magenta square,arcadia,2 52083852,9153965,7,NoRole,rec-73
rec-222-org,gre,f,36,19841128,,ella,trikoupis,vic,werneth,3134,2,llewellyn crescent,willandra,618 64033736,2138811,3,NoRole,rec-222
rec-111-org,eng,f,36,19840418,dr,lauren,boivin,nsw,tascott,2198,26,o'connell street,,612 18132511,9720347,1,NoRole,rec-111
rec-102-org,eng,,12,20080902,,mackinley,mcnab,vic,baranduda,4563,17,nicholson crescent,,08 69122459,4413101,3,NoRole,rec-102
rec-53-dup-1,eng,f,,19710 501,,joshua,abr ms,ui,green ood,2037,33,solomon crescent,old school hse,08 80746189,5924872,1,NoRole,rec-53
rec-178-org,unk,f,,19911108,,stephanie,sckel,vic,buxton,4305,23,cowlishaw street,,8 71325564,9883612,0,NoRole,rec-178
rec-224-org,eng,m,32,19880326,,nathan,pond,qld,aeroglen,2230,271,pinkerton circuit,,03 98844541,8936465,6,NoRole,rec-224
rec-179-dup-4,eng,f,29,19910219,,jackson,jpickhd,qld,cania,6052,2,sherwin place,,3 48893149,7135925,5,NoRole,rec-179
rec-201-dup-0,usa,f,29,19910213,,rakel,vlorest,qld,mcdesme,2261,47,mainwaring ric circuit,,613 96958018,7240662,3,NoRole,rec-201
rec-220-dup-0,usa,,,19180324,mr,olifer,mkklain,wa,nambeelup,6167,24,gilmore crejcent,,8 66575598,6955690,8,NoRole,rec-220
rec-66-dup-0,nor,f,27,19931220,,zared,szo,qld,willowbank,4132,147,adam place,strageat,613 27491282,7968569,0,NoRole,rec-66
rec-271-dup-0,chi,f,19,20010511,ms,isaebloa,kaj,,katandra,4064,27,eldridge street,,618 02390778,9772281,5,NoRole,rec-271
rec-293-dup-1,chi,f,12,20080 201,,brooke,fu,sa,goodw ood,21 3,7,gungurra c escent,bethel hostel,07 93913672,3463733,1,NoRole,rec-293
rec-228-dup-2,ina,f,20,20001204,,arriyon,,nzw,kings langley,5244,13,tirrawan garden,,03 05711906,8662446,8,NoRole,rec-228
rec-26-dup-3,jap,f,29,19911003,,jessica,ichijo,nsw,boat harbour,5213,89,macumbaqplace,,2 84742915,8407424,6,NoRole,rec-26
rec-8-org,rus,f,10,,mr,ethan,jelavich,nsw,urisino,3350,1349,carslaw street,killarney cottage,612 37040506,8067607,5,NoRole,rec-8
rec-161-dup-1,rom,f,25,19950714,,shaun,prunea,nsw,mangwrton,3204,47,bottrillsyreet,the lakes retirement village,2 62015699,7638362,6,NoRole,rec-161
rec-292-org,chi,m,39,,,ethan,leung,nsw,tathra,3031,22,noongale court,pindara medical centre,02 05570801,4375169,1,NoRole,rec-292
rec-103-org,usa,f,19,20010609,hon,catherine,conrad,qld,buderim,4361,21,jobson place,telopea park,03 23955700,2461808,3,NoRole,rec-103
rec-89-org,unk,f,29,19910322,,chloe,aani,vic,laverton north,5158,57,antill street,,8 84548267,3352116,6,NoRole,rec-89
rec-276-dup-0,ind,f,26,19 40206,ms,naomi,keerth i,nsw,wirr i mah,4019,33,whinham place,,61268304749,8569110,1,NoRole,rec-276
rec-212-dup-0,usa,g,63,19841129,,brodee,hickman,nsw,pleasure point,4700,2,chipperfield circuit,,02 43122842,8977529,3,NoRole,rec-212
rec-109-org,eng,f,,,ms,chloe,haggard,vic,garfield,4814,325,nepean place,,618 52367587,9188803,5,NoRole,rec-109
rec-15-dup-2,usa,,4,,,joshua,lowery,v c,heywood,2541,89,lexcen avenue,ra2 076,08 80190558,6033 03,8,NoRole,rec-15
rec-140-org,usa,f,33,,,ryan,wallace,vic,carwarp,2193,11,chirnside circuit,,08 08138560,3710083,8,NoRole,rec-140
rec-170-dup-0,usa,f,32,19880210,,jes ica,pitt,sa,rob,2044,4,mcfarlan place,kee ee,7 40943277,6384123,6,NoRole,rec-170
rec-46-dup-1,eng,f,38,19820827,,elly,huxtable,,yagooan,2575,8,james strdet,,04 85592130,6772242,1,NoRole,rec-46
rec-141-dup-1,chi,f,31,19890320,,hayden,liu,vkc,tomao,3568,39,la perouse street,,02 86018940,3320586,3,NoRole,rec-141
rec-136-org,ind,m,,19180903,ms,callum,utpat,vic,beveridge,2135,22,pieman crescent,,08 16181954,7508587,6,NoRole,rec-136
rec-142-org,unk,m,26,19941204,ms,brody,aarcy,nsw,figtree,2650,10,,medical centre,04 56927066,3220379,3,NoRole,rec-142
rec-277-dup-0,ser,f,26,19941205,ms,ange ica,,tas,brittons swamp,2444,18,,,7 11983840,5848 6 60,2,NoRole,rec-277
rec-74-dup-1,dan,,22,19980911,ms,a1annah,5ore nsen,wa,melville,7277,4,derrington crescent,,,2609109,3,NoRole,rec-74
rec-131-org,ger,m,23,19970525,ms,evan,wahlberg,wa,brentwood,4207,,henty street,kiloran,8 45219143,7792309,2,NoRole,rec-131
rec-245-dup-4,wel,f,25,19950908,,jhandril,shone,vic,afenel,2747,45,krayson street,,04 36020056,3791880,4,NoRole,rec-245
rec-137-dup-0,ina,,,19160113,,sachin,wijaya,sa,whyalla,3137,52,ivo whitton circuit,cargo road,07 52838593,6417899,7,NoRole,rec-137
rec-9-org,eng,,30,19900824,,antonio,archer,qld,shorncliffe,3350,152,fidler court,,03 54052906,6066314,6,NoRole,rec-9
rec-142-dup-0,unk,n,26,19941204,ms,brody,aarcy,nsw,figtree,2650,1O,,medical c ntre,0456927066,3220 79,3,NoRole,rec-142
rec-52-org,unk,f,,19090630,ms,zali,sciacca,sa,warrachie,5275,24,rogers street,,,5766367,9,NoRole,rec-52
rec-297-dup-2,chi,f,27,19930713,,t b,fu,wa,shentonpark,4114,224,rehfisch lose,,08 43688605,5721749,2,NoRole,rec-297
rec-119-dup-4,chi,f,33,19871028,,ella,hong,nsw,bellthorpe,5016,16,floreyzdtive,,612 53377860,4085741,1,NoRole,rec-119
rec-223-org,usa,f,35,19850511,,bodhi,abbott,qld,airlie beach,7325,27,kapunda street,willandra village,3 42108905,6367827,9,NoRole,rec-223
rec-214-dup-0,eng,f,31,19890724,,ruby,rayne,act,banks,4014,3,pennington crescent,ellwood,023774  13,3 550 74,5,NoRole,rec-214
rec-264-dup-1,eng,u,37,19830111,,billy,wescott,,mitcham,4005,8,grittenusreet,,07 02195723,4029450,7,NoRole,rec-264
rec-170-dup-3,usa,f,3 2,19880210,,jessica,pit s,sa,robe,2044,4,mcfarlan  lace,keelee,7 40943277,6384123,6,NoRole,rec-170
rec-137-dup-1,ina,,,,,sacgi,petrikowski,sa,whyalla,3137,5,ivo whitton circuit,cargo road,07 52838593,6414899,7,NoRole,rec-137
rec-224-dup-2,eng,m,32,19880326,,nathan,pond,kwld,aerocklen,2230,271,pinkerton circuit,,03 98844541,8936465,6,NoRole,rec-224
rec-140-dup-0,usa,f,33,,,ry n,wallace,vic,car wa p,2193,1 1,chirnside circuit,,08 08138560,37 0083,8,NoRole,rec-140
rec-129-dup-1,ind,v,35,19850729,ms,elysse,tarkantani,,mansfield park,2291,137,macdowell street,banyula retirement village,07 22804673,8682177,7,NoRole,rec-129
rec-87-org,iri,f,25,19950623,,lauren,ohannegan,nsw,portland,4670,10,ferrier place,,612 25081064,6403864,9,NoRole,rec-87
rec-39-dup-3,usa,,,,pfc,michaela,know es,,toowong,2067,4 9,saxby close,,03 77932493,8620  33,7,NoRole,rec-39
rec-298-dup-0,chi,,34,19860813,,serena,tseung,vic,goangaahdie,6056,36,marenko place,,8 68839841,5045161,0,NoRole,rec-298
rec-172-org,eng,m,35,19850625,,dante,samuelson,,woongarrah,3212,8,toolambi street,,07 26623775,2756139,9,NoRole,rec-172
rec-297-dup-4,chi,f,27,19930713,,toby,fu,wa,shenton a lc,4114,224,rehfisch close,,08 436 8605,5721749,2,NoRole,rec-297
rec-189-dup-2,nor,f,10,20100601,ms,miel,omhold,vic,cannie,5022,11,temperley street,,8 68128020,7728303,5,NoRole,rec-189
rec-223-dup-2,usa,f,35,19850511,,bodhi,abbott,qld,airlie beach,7325,7,kapunda ssreet,willandra village,3 42100905,6367827,9,NoRole,rec-223
rec-280-org,chi,f,23,,ms,lee,mar,nsw,wyee,2482,45,wolfingham place,aronui,02 88803983,1837499,0,NoRole,rec-280
rec-132-dup-2,usa,f,1,20090321,,jairus,mor an,uic,kiJmore,22 29,19,mcmaster street,,618 12079088,9841726,7,NoRole,rec-132
rec-12-org,iri,f,31,19890911,,blake,beirne,qld,barlows hill,2210,4,phillip avenue,,613 27468450,3820847,9,NoRole,rec-12
rec-180-org,unk,f,30,19900318,mr,harrison,streckfuss,qld,marburg,2224,30,wayal place,northpoint,613 20536399,1610382,3,NoRole,rec-180
rec-152-dup-0,ind,,,19300105,,angelica,sreedhar,vif,woolamai,4173,11,rodda pace,wyuna,,6545521,0,NoRole,rec-152
rec-130-dup-0,eng,f,40,19800707,,evony,rogerson,wa,manypeaks,2219,64,mcshane place,,618 24583459,8673068,7,NoRole,rec-130
rec-36-dup-0,ser,f,32,19880 01,mr,emiily,bogati,tas,rnontro e,5125,17,summerville crescent,,07 196  532,7766214,0,NoRole,rec-36
